angle,Nasicon/C -1,Nasicon/P 1 21/n 1,Nasicon/P b n a,Nasicon/R -3 c H,ZrP2O7/P a -3,YPO4/I 41/a m d Z,Mg2P2O7/B 1 21/c 1 ,Mg2P2O7/P 1 21/c 1,P2O5/R 3 c H,P2O5/F d d 2,P2O5/P n a m,P2O5/R 3 c R,Y(PO3)3/R -3 H,Y(PO3)3/C 1 2/c 1,Y(PO3)3/P 1 21/m 1,Y(PO3)3/C 1 c 1
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.3,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.4,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0
12.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0
12.6,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0
12.7,15.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2046.0,0.0,0.0,0.0
12.8,29.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,0.0,0.0,0.0
12.9,30.0,57.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,6.0,0.0
13.0,16.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,52.0,0.0
13.1,4.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0
13.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0
13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0
13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.1,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.2,169.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
14.3,1105.0,0.0,0.0,97.0,0.0,0.0,60.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
14.4,3276.0,1.0,0.0,849.0,0.0,0.0,127.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0
14.5,4662.0,10.0,8.0,3098.0,0.0,0.0,112.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0
14.6,3597.0,52.0,83.0,4712.0,0.0,0.0,42.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
14.7,1962.0,230.0,370.0,2988.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
14.8,860.0,583.0,684.0,790.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0
14.9,223.0,659.0,526.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
15.0,27.0,313.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,0.0,0.0,0.0
15.1,0.0,62.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.0,0.0,5.0,0.0
15.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2565.0,0.0,26.0,0.0
15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3697.0,0.0,60.0,0.0
15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2912.0,0.0,59.0,1.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1013.0,0.0,31.0,4.0
15.6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,148.0,51.0,64.0,14.0
15.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,10.0,641.0,199.0,19.0
15.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,2.0,3314.0,277.0,10.0
15.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,97.0,0.0,4.0,7080.0,221.0,2.0
16.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,0.0,3.0,6257.0,511.0,0.0
16.1,0.0,194.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2608.0,0.0,1.0,2290.0,1432.0,0.0
16.2,0.0,884.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590.0,0.0,0.0,399.0,1776.0,0.0
16.3,0.0,1834.0,2193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2041.0,0.0,0.0,360.0,912.0,0.0
16.4,0.0,1935.0,2187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,0.0,877.0,194.0,0.0
16.5,0.0,1139.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,938.0,19.0,0.0
16.6,0.0,357.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,9.0,0.0
16.7,0.0,51.0,11.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,171.0,0.0,75.0,12.0,0.0
16.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,0.0,0.0,1679.0,0.0,6.0,7.0,0.0
16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6683.0,0.0,0.0,6783.0,0.0,0.0,2.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11248.0,0.0,0.0,11260.0,0.0,0.0,0.0,0.0
17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7781.0,0.0,0.0,7684.0,1.0,0.0,0.0,0.0
17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213.0,0.0,0.0,2155.0,9.0,0.0,0.0,0.0
17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0.0,248.0,34.0,0.0,0.0,0.0
17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0
17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,33.0,36.0,0.0,0.0,0.0
17.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2668.0,0.0,0.0,499.0,10.0,0.0,0.0,0.0
17.7,0.0,2.0,0.0,0.0,0.0,0.0,40.0,8.0,7255.0,0.0,0.0,3069.0,1.0,0.0,0.0,8.0
17.8,0.0,13.0,0.0,0.0,0.0,0.0,156.0,59.0,8073.0,0.0,0.0,7717.0,10.0,0.0,2.0,59.0
17.9,0.0,40.0,0.0,0.0,0.0,0.0,249.0,177.0,3676.0,0.0,0.0,7938.0,81.0,0.0,5.0,177.0
18.0,0.0,51.0,0.0,0.0,0.0,0.0,163.0,243.0,685.0,0.0,0.0,3340.0,274.0,23.0,6.0,243.0
18.1,0.0,27.0,0.0,0.0,0.0,0.0,44.0,192.0,52.0,0.0,0.0,575.0,380.0,184.0,3.0,192.0
18.2,0.0,6.0,0.0,0.0,0.0,0.0,5.0,106.0,0.0,0.0,0.0,40.0,215.0,600.0,5.0,106.0
18.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,50.0,796.0,10.0,34.0
18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,432.0,9.0,5.0
18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,0.0
18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,0.0
18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0
18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0
18.9,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0,0.0
19.0,0.0,0.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1724.0,0.0
19.1,0.0,0.0,0.0,0.0,2293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2888.0,0.0
19.2,0.0,0.0,0.0,0.0,3120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2169.0,0.0
19.3,0.0,0.0,0.0,0.0,1723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,668.0,0.0
19.4,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,84.0,0.0
19.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,490.0,0.0,0.0,0.0
19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,0.0,564.0,0.0,0.0,0.0
19.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049.0,0.0,379.0,0.0,0.0,0.0
19.8,418.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2733.0,0.0,1455.0,0.0,0.0,0.0
19.9,2795.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,1474.0,0.0,6869.0,0.0,0.0,0.0
20.0,7719.0,0.0,0.0,84.0,0.0,935.0,0.0,0.0,0.0,0.0,322.0,0.0,13545.0,0.0,0.0,0.0
20.1,8786.0,59.0,49.0,1059.0,0.0,1634.0,0.0,0.0,0.0,0.0,28.0,0.0,10795.0,0.0,0.0,0.0
20.2,4115.0,569.0,521.0,5372.0,0.0,1153.0,0.0,0.0,0.0,0.0,0.0,0.0,3476.0,0.0,0.0,0.0
20.3,818.0,2356.0,2289.0,11102.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,1.0,0.0
20.4,334.0,4812.0,4915.0,10246.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
20.5,1130.0,7714.0,9413.0,7863.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
20.6,2140.0,11403.0,17351.0,8382.0,0.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,3.0
20.7,2767.0,12888.0,16537.0,5283.0,0.0,0.0,139.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,26.0
20.8,3648.0,10956.0,6590.0,1409.0,0.0,0.0,236.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,95.0
20.9,3757.0,5587.0,1067.0,151.0,0.0,0.0,161.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,141.0
21.0,2338.0,1333.0,70.0,0.0,0.0,0.0,44.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,85.0
21.1,738.0,133.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,406.0,0.0,0.0,263.0,0.0,11.0,20.0
21.2,101.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3376.0,0.0,0.0,1993.0,0.0,3.0,2.0
21.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11249.0,0.0,0.0,6048.0,0.0,18.0,0.0
21.4,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15024.0,0.0,0.0,7358.0,0.0,39.0,0.0
21.5,0.0,46.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,8044.0,0.0,0.0,3589.0,0.0,34.0,0.0
21.6,0.0,140.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.0,0.0,0.0,702.0,0.0,12.0,0.0
21.7,0.0,170.0,115.0,0.0,0.0,0.0,50.0,25.0,0.0,149.0,0.0,0.0,55.0,0.0,2.0,25.0
21.8,0.0,83.0,56.0,0.0,189.0,0.0,395.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0
21.9,0.0,16.0,11.0,0.0,1863.0,0.0,1252.0,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.0
22.0,0.0,1.0,1.0,0.0,7315.0,0.0,1589.0,1485.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1485.0
22.1,0.0,0.0,0.0,0.0,11468.0,0.0,808.0,937.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,937.0
22.2,0.0,0.0,0.0,0.0,7177.0,0.0,165.0,238.0,0.0,405.0,60.0,0.0,16.0,0.0,0.0,238.0
22.3,0.0,0.0,0.0,0.0,1793.0,0.0,13.0,24.0,0.0,1111.0,213.0,0.0,133.0,0.0,0.0,24.0
22.4,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,1214.0,302.0,0.0,437.0,0.0,0.0,0.0
22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,171.0,0.0,573.0,0.0,39.0,0.0
22.6,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,38.0,0.0,344.0,0.0,353.0,0.0
22.7,0.0,46.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,617.0,0.0,1298.0,0.0
22.8,0.0,203.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3169.0,0.0,1962.0,0.0
22.9,0.0,769.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986.0,0.0,1253.0,0.0
23.0,1.0,1672.0,2085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17252.0,0.0,350.0,0.0
23.1,9.0,1560.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,14129.0,0.0,64.0,0.0
23.2,30.0,585.0,235.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,289.0,0.0,5149.0,0.0,169.0,0.0
23.3,46.0,87.0,20.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,1964.0,0.0,2036.0,0.0,567.0,2.0
23.4,31.0,5.0,0.0,0.0,0.0,0.0,39.0,14.0,0.0,0.0,5287.0,0.0,2905.0,0.0,760.0,14.0
23.5,35.0,0.0,0.0,0.0,0.0,0.0,60.0,45.0,0.0,0.0,5639.0,0.0,2412.0,1.0,404.0,45.0
23.6,302.0,2.0,0.0,0.0,0.0,0.0,38.0,58.0,0.0,0.0,2383.0,0.0,805.0,18.0,85.0,58.0
23.7,1439.0,42.0,64.0,269.0,0.0,0.0,31.0,34.0,0.0,0.0,399.0,0.0,106.0,85.0,7.0,34.0
23.8,3106.0,321.0,515.0,2263.0,0.0,0.0,120.0,35.0,0.0,0.0,26.0,0.0,256.0,163.0,0.0,35.0
23.9,3697.0,1184.0,1759.0,7529.0,0.0,0.0,247.0,89.0,0.0,0.0,0.0,0.0,2019.0,124.0,7.0,89.0
24.0,3837.0,2325.0,3051.0,9894.0,0.0,0.0,203.0,107.0,0.0,0.0,0.0,0.0,6274.0,37.0,56.0,107.0
24.1,3824.0,2942.0,3632.0,5136.0,0.0,0.0,66.0,51.0,2.0,0.0,13.0,0.0,7701.0,4.0,169.0,51.0
24.2,2496.0,3308.0,4108.0,1054.0,0.0,0.0,9.0,10.0,28.0,0.0,200.0,6.0,3732.0,0.0,201.0,10.0
24.3,887.0,2972.0,4012.0,86.0,0.0,0.0,7.0,2.0,185.0,0.0,1233.0,71.0,714.0,0.0,106.0,2.0
24.4,159.0,2365.0,2111.0,4.0,96.0,0.0,41.0,12.0,477.0,0.0,2992.0,336.0,54.0,0.0,51.0,12.0
24.5,23.0,2258.0,470.0,26.0,811.0,0.0,96.0,38.0,485.0,0.0,2861.0,630.0,0.0,0.0,35.0,38.0
24.6,9.0,1299.0,42.0,75.0,2691.0,0.0,90.0,48.0,194.0,0.0,1078.0,465.0,3.0,51.0,18.0,48.0
24.7,3.0,313.0,0.0,85.0,3515.0,0.0,33.0,23.0,31.0,15.0,160.0,135.0,61.0,383.0,62.0,23.0
24.8,0.0,31.0,3.0,38.0,1806.0,0.0,5.0,4.0,2.0,151.0,9.0,15.0,458.0,1135.0,541.0,4.0
24.9,1.0,13.0,28.0,7.0,365.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,1345.0,1322.0,2929.0,0.0
25.0,4.0,62.0,105.0,1.0,29.0,0.0,0.0,0.0,0.0,904.0,12.0,0.0,1550.0,605.0,7016.0,0.0
25.1,9.0,120.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,545.0,207.0,0.0,702.0,109.0,6755.0,0.0
25.2,10.0,101.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1346.0,0.0,125.0,8.0,2565.0,0.0
25.3,7.0,43.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3434.0,0.0,9.0,0.0,383.0,0.0
25.4,2.0,33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3434.0,0.0,0.0,0.0,22.0,0.0
25.5,0.0,53.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1346.0,0.0,0.0,2.0,0.0,0.0
25.6,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,1.0,37.0,0.0,0.0
25.7,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,12.0,245.0,20.0,0.0
25.8,0.0,2.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,113.0,633.0,264.0,4.0
25.9,0.0,0.0,0.0,0.0,0.0,0.0,107.0,42.0,0.0,0.0,0.0,0.0,568.0,641.0,1338.0,42.0
26.0,0.0,22.0,10.0,0.0,0.0,0.0,251.0,173.0,0.0,0.0,0.0,0.0,1394.0,254.0,2650.0,173.0
26.1,0.0,185.0,127.0,0.0,0.0,134.0,239.0,278.0,0.0,0.0,0.0,0.0,1566.0,39.0,2051.0,278.0
26.2,0.0,603.0,660.0,0.0,0.0,1325.0,100.0,175.0,0.0,9.0,0.0,0.0,1564.0,2.0,620.0,175.0
26.3,0.0,809.0,1337.0,0.0,0.0,5125.0,21.0,43.0,0.0,143.0,0.0,0.0,4379.0,0.0,74.0,43.0
26.4,0.0,617.0,1057.0,0.0,0.0,7729.0,2.0,4.0,0.0,887.0,0.0,0.0,7763.0,0.0,6.0,4.0
26.5,0.0,523.0,326.0,0.0,0.0,4544.0,0.0,0.0,7.0,2148.0,0.0,5.0,5495.0,0.0,18.0,0.0
26.6,0.0,331.0,39.0,0.0,0.0,1041.0,0.0,0.0,108.0,2028.0,0.0,80.0,1518.0,0.0,21.0,0.0
26.7,0.0,94.0,0.0,0.0,26.0,93.0,0.0,0.0,613.0,745.0,93.0,515.0,195.0,0.0,10.0,0.0
26.8,0.0,61.0,27.0,0.0,341.0,0.0,0.0,0.0,1355.0,107.0,805.0,1288.0,295.0,0.0,16.0,0.0
26.9,0.0,389.0,308.0,0.0,1726.0,0.0,0.0,0.0,1165.0,6.0,2718.0,1253.0,1067.0,3.0,94.0,0.0
27.0,0.0,1223.0,1386.0,0.0,3394.0,0.0,0.0,0.0,389.0,0.0,3566.0,474.0,1501.0,15.0,245.0,0.0
27.1,0.0,1806.0,2422.0,0.0,2593.0,0.0,0.0,0.0,51.0,0.0,1822.0,70.0,829.0,31.0,248.0,0.0
27.2,0.0,1567.0,1650.0,0.0,769.0,0.0,0.0,0.0,0.0,0.0,367.0,4.0,326.0,25.0,98.0,0.0
27.3,0.0,827.0,442.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,1096.0,8.0,34.0,0.0
27.4,0.0,218.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2982.0,1.0,140.0,0.0
27.5,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,3189.0,1.0,412.0,0.0
27.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,13.0,1322.0,17.0,532.0,0.0
27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596.0,0.0,0.0,195.0,212.0,91.0,341.0,0.0
27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2638.0,0.0,0.0,1132.0,13.0,192.0,137.0,0.0
27.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1687.0,0.0,0.0,2548.0,0.0,156.0,93.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,417.0,0.0,0.0,2217.0,3.0,49.0,90.0,5.0
28.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,40.0,0.0,0.0,746.0,42.0,6.0,43.0,19.0
28.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,0.0,0.0,0.0,97.0,247.0,0.0,32.0,36.0
28.3,81.0,0.0,0.0,0.0,0.0,0.0,41.0,48.0,0.0,0.0,0.0,0.0,561.0,0.0,125.0,48.0
28.4,661.0,0.0,0.0,0.0,0.0,0.0,187.0,81.0,0.0,0.0,0.0,9.0,492.0,0.0,306.0,81.0
28.5,2154.0,0.0,0.0,0.0,0.0,0.0,399.0,202.0,24.0,0.0,0.0,136.0,169.0,0.0,621.0,202.0
28.6,3252.0,0.0,23.0,280.0,0.0,0.0,336.0,403.0,261.0,0.0,0.0,835.0,47.0,0.0,1043.0,403.0
28.7,3194.0,114.0,363.0,2136.0,0.0,0.0,109.0,361.0,1103.0,0.0,0.0,1973.0,92.0,0.0,844.0,361.0
28.8,2235.0,1081.0,2226.0,6270.0,0.0,0.0,14.0,127.0,1794.0,0.0,0.0,1794.0,143.0,0.0,283.0,127.0
28.9,1079.0,3936.0,5253.0,7081.0,0.0,0.0,0.0,17.0,1123.0,0.0,0.0,628.0,225.0,0.0,168.0,17.0
29.0,1387.0,5508.0,4790.0,3077.0,0.0,0.0,0.0,1.0,271.0,0.0,0.0,85.0,691.0,0.0,630.0,1.0
29.1,1972.0,2990.0,1960.0,514.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,1142.0,1.0,1149.0,0.0
29.2,1160.0,937.0,1702.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,8.0,846.0,0.0
29.3,263.0,1565.0,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,43.0,347.0,0.0
29.4,23.0,2716.0,2076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,84.0,158.0,0.0
29.5,0.0,1869.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,64.0,53.0,0.0
29.6,0.0,529.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.0,0.0,0.0,18.0,8.0,0.0
29.7,0.0,280.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4543.0,0.0,0.0,3.0,1.0,0.0
